sample,metabolite,communication_score,z_score,p_value,fdr,n_gene_pairs,Disease Label,Patient_ID,General Categorization
V10S15-055_A,Urea,4888.856264367982,127.35784709747095,0.0,0.0,1,Adjacent,143371,Normal
V10S15-055_A,Fatty acid,25126.335268650168,65.20965522263526,0.0,0.0,21,Adjacent,143371,Normal
V10S15-055_A,Glycyl-glycine,1595.9072603987552,41.574409608437165,0.0,0.0,1,Adjacent,143371,Normal
V10S15-055_A,L-Dopa,1595.9072603987552,41.574409608437165,0.0,0.0,1,Adjacent,143371,Normal
V10S15-055_A,L-Glutamine,19607.205144525473,37.00424232773127,4.893230466811026e-300,1.95729218672441e-298,105,Adjacent,143371,Normal
V10S15-055_A,Sodium,21785.054037861606,36.88647411805221,3.8070484410656994e-298,1.2690161470219e-296,78,Adjacent,143371,Normal
V10S15-055_A,L-Serine,8516.6605172345,29.42327791708491,1.3835456793878577e-190,3.952987655393879e-189,28,Adjacent,143371,Normal
V10S15-055_A,Zinc,10255.260788183605,28.166370117103078,7.552394744412992e-175,1.888098686103248e-173,91,Adjacent,143371,Normal
V10S15-055_A,L-Asparagine,5391.203190881692,27.774226966286662,4.442800089289865e-170,9.872889087310812e-169,10,Adjacent,143371,Normal
V10S15-055_A,Iron,10694.512733829437,27.770069138654364,4.987356248317264e-170,9.974712496634527e-169,45,Adjacent,143371,Normal
V10S15-055_A,Heme,5842.83068417439,27.318056400841055,1.2943783495527773e-164,2.3534151810050497e-163,6,Adjacent,143371,Normal
V10S15-055_A,Vitamin A,5865.8222149684925,27.239789250720957,1.0978464427417881e-163,1.8297440712363136e-162,6,Adjacent,143371,Normal
V10S15-055_A,L-Histidine,6192.592020969938,26.998513596667863,7.692487414394483e-161,1.183459602214536e-159,15,Adjacent,143371,Normal
V10S15-055_A,L-Cysteine,5958.655280400432,26.122717736981663,1.006389317242236e-150,1.4376990246317655e-149,15,Adjacent,143371,Normal
V10S15-055_A,Taurocholic acid,6588.077147766773,24.06920250037739,2.62753723033715e-128,3.5033829737828672e-127,55,Adjacent,143371,Normal
V10S15-055_A,L-Alanine,5950.92046162565,23.244163025338974,8.148377575054974e-120,1.0185471968818716e-118,21,Adjacent,143371,Normal
V10S15-055_A,L-Proline,2545.834214497659,23.10985699351526,1.8427044993718623e-118,2.1678876463198378e-117,3,Adjacent,143371,Normal
V10S15-055_A,Cholesterol,2851.899140882766,21.43146422293306,3.4003759019217747e-102,3.7781954465797496e-101,6,Adjacent,143371,Normal
V10S15-055_A,Water,6334.633032110078,20.909516594042667,2.1932724242687825e-97,2.308707815019771e-96,21,Adjacent,143371,Normal
V10S15-055_A,O-Desmethylverapamil (D-702),4461.057507557329,20.800908369468175,2.1234481534916166e-96,2.1234481534916165e-95,45,Adjacent,143371,Normal
V10S15-055_A,Glycine,2271.79199177825,20.622233667076372,8.668337743805462e-95,8.255559756005202e-94,3,Adjacent,143371,Normal
V10S15-055_A,D-Fructose,3364.1561715610073,20.144134137833998,1.5148058325408145e-90,1.3770962114007405e-89,15,Adjacent,143371,Normal
V10S15-055_A,Inosine,768.5252190082974,20.020575783007295,1.8224238058487348e-89,1.2568440040336102e-88,1,Adjacent,143371,Normal
V10S15-055_A,Uridine,768.5252190082974,20.020575783007295,1.8224238058487348e-89,1.2568440040336102e-88,1,Adjacent,143371,Normal
V10S15-055_A,Thymidine,768.5252190082974,20.020575783007295,1.8224238058487348e-89,1.2568440040336102e-88,1,Adjacent,143371,Normal
V10S15-055_A,Guanosine,768.5252190082974,20.020575783007295,1.8224238058487348e-89,1.2568440040336102e-88,1,Adjacent,143371,Normal
V10S15-055_A,Cytidine,768.5252190082974,20.020575783007295,1.8224238058487348e-89,1.2568440040336102e-88,1,Adjacent,143371,Normal
V10S15-055_A,Adenosine,768.5252190082974,20.020575783007295,1.8224238058487348e-89,1.2568440040336102e-88,1,Adjacent,143371,Normal
V10S15-055_A,Ethanol,768.5252190082974,20.020575783007295,1.8224238058487348e-89,1.2568440040336102e-88,1,Adjacent,143371,Normal
V10S15-055_A,Vitamin D3,1848.4625611303136,19.8841644868899,2.7902017436106935e-88,1.8601344957404625e-87,3,Adjacent,143371,Normal
V10S15-055_A,L-Methionine,3414.267343914453,18.004240683635647,9.02287578794733e-73,5.821210185772471e-72,10,Adjacent,143371,Normal
V10S15-055_A,Nicotinate,2513.8923268038507,17.5145325154876,5.549698264597568e-69,3.4685614153734797e-68,10,Adjacent,143371,Normal
V10S15-055_A,2-Hydroxychlorpropamide,2448.257168175076,17.288078149765383,2.892450846027921e-67,1.7530005127441945e-66,6,Adjacent,143371,Normal
V10S15-055_A,Folic acid,4222.743242800542,17.160810685532287,2.609008514289101e-66,1.5347108907582946e-65,28,Adjacent,143371,Normal
V10S15-055_A,L-Leucine,2810.875419199266,15.957664919111808,1.259920321588553e-57,7.199544694791732e-57,28,Adjacent,143371,Normal
V10S15-055_A,Choline,3045.2120178932187,15.852415695173027,6.763954419078826e-57,3.7577524550437927e-56,21,Adjacent,143371,Normal
V10S15-055_A,Fumarate,607.685457147898,15.830596636451524,9.569883350090711e-57,4.907632487226005e-56,1,Adjacent,143371,Normal
V10S15-055_A,Malate,607.685457147898,15.830596636451524,9.569883350090711e-57,4.907632487226005e-56,1,Adjacent,143371,Normal
V10S15-055_A,Citrate,607.685457147898,15.830596636451524,9.569883350090711e-57,4.907632487226005e-56,1,Adjacent,143371,Normal
V10S15-055_A,D-Glucose,4545.104858195499,14.836104794563315,4.279160963104297e-50,2.1395804815521483e-49,91,Adjacent,143371,Normal
V10S15-055_A,Pyruvate,3025.615497309036,14.672835365134125,4.811901052319624e-49,2.3472688060095728e-48,28,Adjacent,143371,Normal
V10S15-055_A,Estradiol,1906.9160241741465,14.338398310082122,6.296414667963046e-47,2.9982926990300217e-46,10,Adjacent,143371,Normal
V10S15-055_A,Propionate,539.465333108898,14.053418569333065,3.6701680393751635e-45,1.6682581997159834e-44,1,Adjacent,143371,Normal
V10S15-055_A,beta-Dhydroxybutyrate,539.465333108898,14.053418569333065,3.6701680393751635e-45,1.6682581997159834e-44,1,Adjacent,143371,Normal
V10S15-055_A,Chloride ion,2480.24569222866,13.896194592114162,3.339981593090049e-44,1.4844362635955773e-43,21,Adjacent,143371,Normal
V10S15-055_A,5-Hydroxyomeprazole,1314.2256040478135,13.86234392369254,5.355917836392809e-44,2.3286599288664384e-43,6,Adjacent,143371,Normal
V10S15-055_A,L-Lactate,2723.7715186599507,13.538945737389069,4.6050621282179354e-42,1.9596009056246535e-41,28,Adjacent,143371,Normal
V10S15-055_A,alpha-Tocopherol,999.6529287226415,13.475900194255788,1.0841232012703107e-41,4.5171800052929614e-41,3,Adjacent,143371,Normal
